accessno,activity,access_date_time,access_time
1833,	View My Milestones ,6:37 PM,10/11/2011
6236,Enrollment Dates ,2:13 PM,12/23/2016
4266,	Enrollment: Drop Classes ,5:12 PM,3/19/2015
10361,	View My Milestones ,7:12 AM,8/8/2017
516,	View My Milestones ,5:49 PM,9/16/2013
3196,My Class Schedule ,2:38 PM,11/5/2013
222,	View My Milestones ,10:33 PM,10/31/2011
13092,	View My Milestones ,12:10 AM,4/10/2016
9058,	Enrollment: Drop Classes ,11:15 PM,5/16/2015
5696,	View My Milestones ,2:30 PM,9/17/2014
8841,My Class Schedule ,6:19 AM,3/19/2013
3215,	View My Grades ,9:44 PM,5/31/2014
7979,	Enrollment: Drop Classes ,2:24 PM,5/18/2017
13060,	View My Milestones ,3:34 PM,3/28/2013
3479,	View My Grades ,1:21 AM,4/3/2014
1593,	View My Milestones ,12:59 PM,9/10/2012
11549,	View My Milestones ,3:44 AM,9/24/2012
14120,	Enrollment: Drop Classes ,1:57 PM,6/2/2012
670,	View My Milestones ,5:49 PM,5/9/2012
5858,	Enrollment: Drop Classes ,11:20 AM,9/4/2016
7456,	View My Milestones ,7:14 AM,8/9/2017
14485,My Class Schedule ,1:49 AM,11/28/2012
14379,	View My Milestones ,10:41 AM,9/11/2014
10527,View My Assignments ,6:15 AM,7/26/2016
13777,	View My Milestones ,2:07 AM,8/18/2015
5535,	View My Milestones ,5:55 PM,12/2/2016
1541,My Class Schedule ,1:07 PM,1/11/2012
4865,	View My Milestones ,10:50 AM,4/28/2017
12629,	Enrollment: Drop Classes ,6:27 PM,3/24/2012
13113,	View My Milestones ,2:49 AM,4/25/2013
11117,	Enrollment: Drop Classes ,8:40 AM,4/13/2016
1391,	Enrollment: Drop Classes ,1:46 AM,1/3/2014
7383,	View My Milestones ,11:17 PM,2/20/2012
998,	Enrollment: Drop Classes ,12:10 AM,8/2/2014
6028,	View My Milestones ,2:48 AM,11/6/2014
8487,	View My Milestones ,4:51 AM,12/22/2013
14080,	Enrollment: Add Classes ,11:47 AM,1/9/2017
10495,	View My Milestones ,10:21 AM,12/27/2016
3404,	View My Milestones ,12:00 PM,3/28/2013
11602,	Enrollment: Drop Classes ,10:40 AM,8/31/2012
8939,My Class Schedule ,12:31 AM,1/26/2017
8625,	View My Milestones ,2:57 AM,3/2/2013
2435,	Enrollment: Drop Classes ,5:20 AM,7/28/2015
5731,	Enrollment: Drop Classes ,8:24 PM,6/10/2012
9971,	View My Milestones ,4:57 PM,12/21/2016
7310,	Enrollment: Drop Classes ,12:30 AM,2/1/2012
2321,	Enrollment: Drop Classes ,6:43 PM,1/13/2013
5100,My Class Schedule ,12:22 PM,7/1/2016
6253,	View My Milestones ,7:10 AM,9/23/2014
13486,My Class Schedule ,10:10 PM,2/1/2014
453,	Enrollment: Drop Classes ,12:11 AM,7/28/2013
14394,	Enrollment: Drop Classes ,6:38 PM,4/18/2012
10221,	Enrollment: Drop Classes ,1:31 PM,9/18/2014
6878,	View My Milestones ,10:06 AM,9/23/2015
4448,	Enrollment: Drop Classes ,3:55 PM,1/24/2017
12480,	Enrollment: Add Classes ,3:50 PM,2/26/2017
7554,	Enrollment: Drop Classes ,8:15 AM,8/9/2013
3009,	Enrollment: Drop Classes ,3:31 AM,8/23/2015
13536,My Class Schedule ,1:29 AM,1/20/2015
14788,	Enrollment: Drop Classes ,9:19 AM,9/22/2013
4950,	View My Milestones ,2:06 PM,7/8/2014
14243,	View My Milestones ,1:09 AM,5/22/2014
5366,My Class Schedule ,4:53 PM,1/8/2013
6064,	View My Milestones ,4:05 AM,7/26/2015
10547,	Enrollment: Drop Classes ,3:20 AM,12/28/2014
1469,	Enrollment: Drop Classes ,4:27 PM,7/24/2016
5526,	View My Milestones ,9:16 AM,12/2/2015
14034,My Class Schedule ,9:41 PM,1/26/2013
14248,	View My Milestones ,10:01 PM,3/23/2016
7972,	Enrollment: Add Classes ,11:16 AM,3/29/2014
9098,	View My Milestones ,4:36 PM,12/11/2015
2070,	View My Milestones ,9:02 PM,6/16/2013
10432,	View My Milestones ,8:05 PM,10/7/2012
7145,	View My Milestones ,12:34 AM,7/22/2012
10303,	Enrollment: Drop Classes ,7:02 PM,4/4/2014
5891,My Class Schedule ,8:05 AM,5/6/2015
8245,	Enrollment: Drop Classes ,2:57 PM,10/4/2015
10010,	View My Milestones ,4:54 AM,9/25/2014
4754,	View My Milestones ,3:46 PM,9/17/2011
2472,	Enrollment: Drop Classes ,7:03 AM,3/11/2015
7438,	View My Milestones ,9:27 PM,9/27/2013
2014,	View My Milestones ,2:46 PM,11/5/2016
13219,	Enrollment: Drop Classes ,11:34 AM,5/18/2017
14692,	Enrollment: Drop Classes ,7:35 AM,10/8/2016
8041,	Enrollment: Drop Classes ,11:56 PM,3/17/2014
4564,	Enrollment: Drop Classes ,1:52 AM,12/28/2012
8475,My Class Schedule ,5:30 PM,2/18/2015
2005,	View My Milestones ,6:24 PM,1/5/2013
188,	Enrollment: Drop Classes ,11:32 AM,3/22/2013
4935,	View My Milestones ,6:11 PM,7/25/2014
10364,	Enrollment: Drop Classes ,12:33 AM,1/9/2012
1029,	View My Milestones ,7:01 PM,9/7/2015
8621,My Class Schedule ,6:12 AM,11/19/2012
14022,My Class Schedule ,11:11 AM,12/9/2015
9524,	View My Grades ,1:32 PM,5/25/2015
2389,My Class Schedule ,4:54 AM,3/4/2015
5895,	View My Milestones ,9:26 AM,5/30/2017
2163,	View My Milestones ,12:43 PM,8/10/2013
12756,	View My Milestones ,9:19 PM,7/27/2017
10515,	View My Milestones ,8:11 PM,9/9/2012
11263,	View My Milestones ,1:48 AM,7/30/2013
1941,	Enrollment: Drop Classes ,12:50 AM,12/24/2012
10210,	View My Milestones ,8:56 AM,6/9/2016
9121,	View My Milestones ,10:07 AM,10/28/2013
12673,	Enrollment: Drop Classes ,12:32 PM,4/26/2012
5345,	View My Milestones ,7:32 AM,12/23/2011
8086,	Enrollment: Drop Classes ,10:15 PM,12/2/2012
9940,	View My Milestones ,11:42 AM,9/28/2013
9343,	Enrollment: Drop Classes ,6:13 AM,10/10/2016
3507,My Class Schedule ,1:15 AM,9/14/2013
6505,	View My Milestones ,12:52 PM,11/24/2013
3911,	Enrollment: Add Classes ,4:04 PM,2/3/2014
6533,	View My Milestones ,6:35 AM,3/21/2012
12792,	Enrollment: Drop Classes ,5:42 AM,7/15/2012
3682,	Enrollment: Drop Classes ,7:18 PM,8/26/2014
12101,	View My Milestones ,3:44 AM,12/3/2015
12234,	Enrollment: Drop Classes ,12:16 PM,2/25/2014
12578,My Class Schedule ,3:08 PM,3/12/2013
6114,	View My Milestones ,10:17 AM,6/7/2017
7800,	View My Milestones ,4:55 PM,3/28/2012
10430,	Enrollment: Drop Classes ,2:27 AM,6/10/2013
8522,	View My Milestones ,7:21 AM,3/9/2016
2953,	View My Milestones ,10:58 AM,12/8/2015
9448,	View My Milestones ,5:27 PM,4/29/2013
10267,	View My Milestones ,10:21 PM,12/1/2015
5799,	View My Milestones ,11:26 PM,4/26/2014
13449,	View My Milestones ,12:52 PM,12/13/2013
11991,	View My Milestones ,4:50 AM,1/28/2016
2778,My Class Schedule ,2:13 PM,2/18/2017
9922,	Enrollment: Drop Classes ,7:12 PM,5/26/2013
11416,	View My Milestones ,5:52 PM,3/2/2015
8537,	View My Milestones ,12:35 PM,10/31/2015
11652,	View My Milestones ,11:35 PM,3/1/2017
10719,	View My Grades ,12:03 PM,5/12/2013
9806,My Class Schedule ,5:40 AM,5/14/2014
3322,	Enrollment: Drop Classes ,7:54 AM,2/6/2017
10208,	Enrollment: Add Classes ,3:42 AM,1/21/2016
1535,	View My Milestones ,11:11 PM,8/31/2016
12167, View My Exam Schedule ,1:14 PM,11/18/2015
13254,	View My Milestones ,6:19 AM,2/9/2012
2470,	View My Milestones ,12:56 PM,3/15/2015
1135,	Enrollment: Drop Classes ,7:34 AM,11/29/2016
3714,My Class Schedule ,5:20 PM,3/27/2016
3691,	Enrollment: Drop Classes ,5:22 AM,8/24/2015
14448,	Enrollment: Drop Classes ,3:10 PM,5/14/2014
7809,	Enrollment: Drop Classes ,10:31 PM,2/21/2015
14118,	View My Milestones ,10:46 AM,7/17/2017
12439,My Class Schedule ,4:44 AM,7/16/2015
2974,	View My Grades ,9:54 AM,12/7/2013
9848,	View My Milestones ,7:21 PM,8/17/2012
4034,	View My Milestones ,5:01 PM,10/5/2012
7851,	View My Milestones ,4:10 AM,4/29/2017
5748,	Enrollment: Drop Classes ,7:05 PM,4/19/2016
3318,	View My Milestones ,3:57 AM,9/9/2016
8337,My Class Schedule ,12:23 AM,4/25/2015
10473,	View My Milestones ,1:49 PM,10/13/2011
8453,	Enrollment: Drop Classes ,3:56 AM,8/23/2012
7272,	View My Grades ,12:55 AM,1/27/2015
14922,	View My Grades ,8:08 AM,7/16/2017
11033,	View My Grades ,3:08 PM,4/19/2016
5012,	View My Grades ,5:01 AM,5/5/2017
3866,Enrollment Dates ,1:05 AM,9/9/2016
3009,	View My Milestones ,11:08 PM,10/28/2016
12418,	View My Milestones ,10:05 PM,3/3/2012
4711,	Enrollment: Drop Classes ,2:01 AM,4/6/2016
4815,	View My Milestones ,5:41 PM,10/6/2012
10649,	View My Milestones ,1:44 AM,6/4/2017
4513,	Enrollment: Drop Classes ,8:09 AM,6/25/2017
9100,	Enrollment: Add Classes ,6:28 PM,2/12/2014
5360,My Class Schedule ,8:15 PM,9/29/2016
14653,	View My Milestones ,7:02 AM,11/5/2013
6459,	View My Grades ,1:14 AM,9/4/2012
4753,	View My Milestones ,9:29 PM,6/18/2016
14186,	View My Milestones ,3:47 PM,3/26/2017
8131,	Enrollment: Drop Classes ,4:57 PM,8/3/2016
9745,My Class Schedule ,2:20 PM,6/8/2016
2084,	Enrollment: Drop Classes ,10:44 AM,7/12/2016
10836,My Class Schedule ,7:27 PM,10/9/2014
10726,	Enrollment: Drop Classes ,11:58 AM,6/17/2014
4265,	View My Milestones ,12:32 AM,12/24/2011
10671,	View My Milestones ,8:25 AM,7/2/2017
999,My Class Schedule ,10:53 AM,2/21/2012
7822,	Enrollment: Drop Classes ,11:56 PM,3/23/2012
517, View My Exam Schedule ,10:09 PM,6/21/2017
10336,	View My Milestones ,4:07 AM,10/4/2011
14890,	Enrollment: Drop Classes ,2:24 PM,5/5/2012
1351,	Enrollment: Drop Classes ,6:01 PM,6/8/2012
2219,	Enrollment: Drop Classes ,10:13 AM,10/3/2016
7097,	View My Grades ,5:25 PM,6/21/2017
7473,	Enrollment: Drop Classes ,11:02 PM,2/20/2017
3714,My Class Schedule ,9:31 AM,9/14/2012
7,	Enrollment: Drop Classes ,2:14 PM,5/13/2013
5773,	View My Milestones ,1:05 AM,2/28/2014
12251,	View My Milestones ,6:09 PM,4/11/2014
1377,	View My Milestones ,6:25 AM,6/6/2017
6296, 	My Weekly Schedule ,3:52 PM,6/26/2015
4966,	View My Grades ,8:41 PM,3/18/2015
3302,	View My Milestones ,5:06 AM,3/23/2013
9845,	View My Milestones ,11:08 AM,3/6/2016
12665,	View My Milestones ,9:40 AM,11/25/2015
1161,	Enrollment: Drop Classes ,9:33 AM,9/18/2014
2907,	Enrollment: Drop Classes ,9:32 PM,4/7/2017
29,	View My Milestones ,2:36 PM,6/13/2014
323,	View My Milestones ,6:16 AM,10/18/2015
1990,	View My Milestones ,4:01 PM,1/5/2014
1728,My Class Schedule ,9:52 AM,4/17/2015
11980,	View My Milestones ,10:15 AM,9/12/2012
11789,	Enrollment: Drop Classes ,9:29 AM,11/19/2014
9822,	View My Milestones ,4:34 AM,3/14/2013
13662,	Enrollment: Add Classes ,12:31 PM,12/11/2014
2294,	Enrollment: Drop Classes ,4:39 AM,5/2/2012
14312,	Enrollment: Drop Classes ,2:07 AM,12/14/2013
8206,	Enrollment: Drop Classes ,7:21 PM,10/14/2015
14499,	Enrollment: Drop Classes ,4:57 PM,7/11/2016
2238,	View My Milestones ,8:55 AM,9/23/2013
7749,	View My Milestones ,4:31 PM,6/2/2017
7396,	View My Grades ,2:44 PM,10/12/2011
3026,My Class Schedule ,10:13 PM,11/15/2013
9853,My Class Schedule ,3:00 PM,4/2/2017
5955,	Enrollment: Drop Classes ,4:50 AM,9/8/2016
6417,	View My Milestones ,4:07 AM,5/15/2017
13749,	View My Milestones ,5:29 PM,12/9/2012
6967,	View My Milestones ,3:16 AM,12/27/2016
7974,	View My Milestones ,10:20 AM,7/10/2012
14411,	View My Milestones ,11:47 PM,2/6/2016
12458,My Class Schedule ,3:57 AM,9/3/2015
14340,	View My Milestones ,6:18 PM,3/2/2017
14836,	Enrollment: Drop Classes ,2:57 AM,10/26/2014
13214,	Enrollment: Drop Classes ,10:29 AM,11/16/2015
64,	View My Grades ,12:10 PM,7/15/2016
8112,	View My Milestones ,11:47 PM,3/18/2014
5167,	View My Milestones ,12:53 PM,8/8/2013
10820,	View My Milestones ,6:27 PM,4/22/2015
3068,	View My Milestones ,2:32 AM,10/22/2015
4901,	View My Milestones ,11:14 AM,5/14/2013
9876,	Enrollment: Drop Classes ,5:29 AM,10/15/2012
4755,	View My Milestones ,6:48 PM,12/10/2012
10993,My Class Schedule ,8:29 PM,11/17/2013
2887,	View My Milestones ,5:23 AM,10/14/2016
879,My Class Schedule ,2:41 PM,12/21/2014
2015,	Enrollment: Drop Classes ,5:56 PM,12/27/2011
11528,My Class Schedule ,10:15 AM,6/7/2012
13744,	View My Milestones ,2:13 PM,11/26/2014
11703,	View My Milestones ,7:09 PM,11/22/2016
353,	View My Milestones ,2:31 AM,3/1/2013
13863,	View My Milestones ,12:25 PM,12/5/2012
2505,	View My Milestones ,9:35 AM,5/5/2013
5795,	View My Milestones ,5:03 PM,10/9/2015
7632,	Enrollment: Drop Classes ,10:55 AM,4/2/2016
3374,My Class Schedule ,9:07 PM,11/10/2013
8487,	Enrollment: Drop Classes ,2:17 PM,10/24/2014
2899,	Enrollment: Drop Classes ,2:30 PM,9/22/2015
14662,	Enrollment: Drop Classes ,6:07 AM,7/17/2014
9378,	View My Milestones ,2:24 PM,12/20/2012
943,	Enrollment: Add Classes ,7:01 AM,9/18/2015
4295,Enrollment Dates ,9:10 PM,2/8/2015
8535,	Enrollment: Drop Classes ,3:58 AM,8/17/2016
4485,	View My Milestones ,5:40 PM,9/5/2014
4795,	View My Grades ,7:21 PM,12/6/2011
2043,	View My Milestones ,8:49 AM,9/27/2014
5717,	View My Milestones ,4:30 AM,6/28/2016
11424,My Class Schedule ,1:40 AM,9/2/2016
13253,	Enrollment: Drop Classes ,4:01 AM,1/19/2012
11048,	Enrollment: Drop Classes ,11:06 AM,11/3/2014
3670,	View My Milestones ,1:17 AM,5/12/2017
12454,My Class Schedule ,4:42 AM,3/29/2015
14893,	View My Milestones ,5:12 AM,4/27/2012
8195,	Enrollment: Drop Classes ,8:01 PM,7/30/2013
11575,My Class Schedule ,1:36 AM,9/15/2012
5079,	View My Milestones ,10:34 AM,1/6/2015
8741,	View My Milestones ,6:30 AM,2/15/2015
12942,	View My Milestones ,6:23 PM,6/19/2013
11377,My Class Schedule ,9:08 PM,6/8/2013
6810, 	My Weekly Schedule ,7:03 AM,10/12/2013
632,	Enrollment: Drop Classes ,5:13 AM,6/13/2012
14398,	Enrollment: Drop Classes ,1:24 AM,5/27/2017
13103,	View My Grades ,12:14 AM,9/23/2012
12611,	View My Milestones ,9:49 PM,8/25/2012
3544,	View My Milestones ,3:16 PM,7/5/2015
11866,	View My Milestones ,4:26 PM,8/10/2017
850,	View My Milestones ,7:05 AM,3/5/2015
11433,	View My Milestones ,12:09 AM,8/29/2013
11767,My Class Schedule ,2:24 AM,10/3/2016
9587,	Enrollment: Drop Classes ,11:01 PM,5/15/2013
11052,	Enrollment: Drop Classes ,9:52 AM,5/8/2017
14662,	Enrollment: Drop Classes ,10:43 PM,4/22/2014
6784,	View My Milestones ,5:41 AM,3/30/2012
2333,	View My Milestones ,5:40 PM,5/23/2014
936,	Enrollment: Drop Classes ,3:39 PM,2/22/2014
4789,	View My Milestones ,6:15 AM,1/26/2016
11109,	View My Milestones ,9:41 PM,1/18/2017
3077,	Enrollment: Drop Classes ,9:50 AM,11/21/2013
11011,	Enrollment: Drop Classes ,10:01 AM,6/27/2016
1823,	Enrollment: Drop Classes ,7:57 PM,5/8/2016
10320,	View My Milestones ,9:33 PM,12/31/2016
10831,	Enrollment: Drop Classes ,9:13 PM,9/7/2014
14107,	View My Grades ,1:17 AM,10/17/2013
13608,	Enrollment: Drop Classes ,9:24 PM,1/18/2013
257,	Enrollment: Drop Classes ,5:05 PM,9/13/2012
14114,	View My Grades ,8:58 PM,5/20/2017
1230,	View My Grades ,10:59 PM,6/30/2016
9163,	Enrollment: Drop Classes ,1:19 PM,5/28/2013
8589,	View My Milestones ,4:08 PM,9/25/2011
8088,	Enrollment: Add Classes ,5:11 AM,8/14/2013
2112,	Enrollment: Drop Classes ,5:06 AM,12/29/2016
6430,	View My Milestones ,11:13 AM,4/12/2014
9363,	View My Milestones ,12:20 AM,6/26/2012
9910,My Class Schedule ,10:52 AM,4/7/2015
3656,My Class Schedule ,9:09 AM,3/29/2013
9135,	View My Milestones ,1:37 AM,7/22/2013
12298,	View My Milestones ,7:34 PM,8/20/2015
10222,	View My Milestones ,7:22 PM,9/3/2012
10154,	View My Milestones ,2:21 PM,7/18/2012
1838,	View My Milestones ,2:59 AM,9/30/2015
13267,My Class Schedule ,11:18 PM,7/19/2013
8101,	Enrollment: Drop Classes ,10:53 AM,3/8/2015
14786,My Class Schedule ,10:50 PM,8/20/2016
13151,	Enrollment: Drop Classes ,5:05 AM,1/8/2014
14494,	View My Milestones ,4:36 AM,11/21/2014
3838,	View My Milestones ,9:39 PM,10/9/2015
13718,	View My Milestones ,9:14 AM,4/3/2017
10807,	View My Milestones ,5:55 AM,10/24/2012
3175,	View My Milestones ,12:41 AM,2/19/2012
14213,	Enrollment: Drop Classes ,2:33 PM,6/27/2016
7950,	Enrollment: Drop Classes ,3:20 AM,1/13/2017
11499,	View My Milestones ,4:26 AM,5/13/2013
5176,	View My Milestones ,5:59 PM,8/5/2013
10707,	View My Milestones ,10:18 AM,6/15/2015
7998,	Enrollment: Drop Classes ,2:06 PM,6/24/2017
3510,	Enrollment: Drop Classes ,12:19 PM,12/24/2015
6411,	Enrollment: Drop Classes ,4:50 AM,10/20/2015
6583,My Class Schedule ,9:02 PM,9/18/2012
2801,	View My Milestones ,2:28 PM,1/22/2013
13423,	View My Milestones ,6:43 AM,9/2/2015
9215,	View My Milestones ,1:47 PM,8/4/2014
4060,	View My Milestones ,12:23 PM,8/16/2015
12254,	View My Milestones ,6:51 PM,4/1/2015
5891,	View My Milestones ,9:20 AM,1/11/2012
2717,	View My Milestones ,8:20 PM,2/20/2016
1885,	View My Milestones ,3:30 AM,8/23/2016
10472,	View My Milestones ,6:19 PM,11/6/2012
6384,	Enrollment: Drop Classes ,5:19 PM,3/21/2017
4193,	View My Milestones ,1:09 PM,2/23/2012
4077,	View My Milestones ,10:12 PM,1/18/2017
10097,	View My Grades ,6:48 PM,1/8/2012
13864,	View My Milestones ,11:49 AM,2/18/2017
9438,	Enrollment: Drop Classes ,2:51 PM,10/27/2014
10193,	Enrollment: Drop Classes ,6:37 AM,3/13/2014
6283,	Enrollment: Drop Classes ,4:32 PM,6/9/2017
9697,	Enrollment: Drop Classes ,10:14 PM,6/5/2017
13790,	View My Milestones ,1:11 PM,5/12/2012
10979,	View My Milestones ,10:25 AM,8/10/2015
10699,	View My Milestones ,2:40 PM,3/31/2015
7777,	View My Milestones ,12:59 PM,6/8/2015
12679,My Class Schedule ,3:04 PM,4/14/2016
6009,	View My Grades ,10:45 AM,6/26/2015
9314,	View My Milestones ,1:37 PM,5/20/2015
8045,	View My Milestones ,8:00 AM,5/28/2017
13649,	View My Milestones ,4:54 PM,3/24/2017
13074,My Class Schedule ,6:45 AM,5/25/2014
10666,	View My Milestones ,10:43 PM,1/8/2012
2024,	View My Milestones ,8:48 PM,8/1/2014
6912,	View My Milestones ,11:44 AM,12/27/2011
4403,My Class Schedule ,7:54 AM,1/9/2014
6833,	Enrollment: Add Classes ,7:04 PM,7/13/2013
14708,	View My Milestones ,4:04 PM,9/26/2011
6433,	View My Milestones ,12:49 AM,4/27/2015
8792,	View My Milestones ,12:08 PM,12/4/2016
14244,	View My Milestones ,12:34 AM,10/29/2012
1372,	View My Milestones ,11:56 AM,5/9/2017
5047,	View My Milestones ,4:02 PM,1/21/2013
9158,	View My Milestones ,3:32 AM,5/16/2015
9248,	Enrollment: Drop Classes ,5:01 AM,7/9/2013
13878,	View My Milestones ,11:58 PM,10/14/2013
9365,	View My Milestones ,10:33 PM,4/19/2017
14697,	View My Milestones ,7:15 AM,4/10/2017
14995,	Enrollment: Drop Classes ,7:51 AM,10/5/2015
14805,	Enrollment: Drop Classes ,3:29 AM,1/12/2015
8670,	Enrollment: Drop Classes ,5:13 PM,10/15/2011
958,	View My Milestones ,12:44 PM,6/14/2013
8354,	View My Milestones ,5:56 PM,12/9/2014
9481,My Class Schedule ,9:59 PM,11/26/2016
12952,My Class Schedule ,9:08 PM,8/18/2017
134,	View My Grades ,4:24 PM,9/14/2016
8283,	View My Milestones ,5:59 PM,1/9/2012
7144,	View My Milestones ,9:57 AM,4/15/2015
99,	View My Milestones ,11:13 PM,6/4/2014
8358, 	My Weekly Schedule ,9:03 PM,9/8/2011
1494,	View My Milestones ,10:02 PM,1/5/2013
7579,My Class Schedule ,4:39 AM,6/12/2017
14174,	Enrollment: Drop Classes ,8:16 PM,3/8/2017
13660,	View My Milestones ,2:23 PM,10/15/2014
5866,	Enrollment: Drop Classes ,1:16 AM,8/9/2014
6408,	View My Milestones ,5:33 AM,1/17/2014
3757,	View My Milestones ,3:42 PM,9/1/2011
7316,	Enrollment: Drop Classes ,1:51 PM,8/23/2014
1732,	View My Milestones ,11:21 PM,10/4/2012
2963,	Enrollment: Drop Classes ,7:32 AM,11/15/2016
10419,	Enrollment: Add Classes ,3:02 AM,8/2/2017
1272,	Enrollment: Add Classes ,6:44 AM,5/7/2015
12534,	View My Milestones ,3:38 PM,7/16/2015
1728,	View My Milestones ,9:46 PM,6/11/2012
6011,	View My Milestones ,10:12 AM,9/2/2016
7876,	Enrollment: Drop Classes ,2:59 PM,8/10/2016
12155,	View My Milestones ,10:02 PM,2/8/2015
8944,	View My Milestones ,6:03 AM,6/25/2016
1313,	View My Milestones ,4:20 AM,6/30/2014
5590,	View My Grades ,10:39 PM,2/27/2016
11587,	View My Milestones ,5:45 PM,5/25/2012
7958,	Enrollment: Drop Classes ,7:21 PM,8/10/2014
9054,	View My Milestones ,4:51 PM,11/2/2012
555,	View My Milestones ,7:42 AM,12/6/2014
435,	View My Milestones ,9:18 AM,6/7/2012
13449,My Class Schedule ,3:37 PM,11/21/2013
5713,	View My Milestones ,2:21 PM,5/5/2013
13079,	View My Milestones ,6:14 PM,8/6/2016
9273,	Enrollment: Drop Classes ,12:14 AM,5/10/2014
11564,	View My Grades ,9:49 PM,2/5/2014
12320,	View My Milestones ,1:08 AM,9/11/2015
972,	View My Milestones ,9:50 AM,11/17/2014
1355,	View My Milestones ,11:56 PM,4/17/2017
12423,	View My Milestones ,12:55 AM,1/21/2012
4333,My Class Schedule ,4:33 AM,6/26/2016
3761,	View My Milestones ,12:53 AM,4/24/2013
13331,My Class Schedule ,8:05 AM,4/18/2014
3624,	Enrollment: Drop Classes ,8:53 AM,11/15/2012
4740,My Class Schedule ,10:48 AM,9/13/2013
2683,	Enrollment: Drop Classes ,9:30 AM,8/15/2013
7276,	View My Milestones ,6:27 AM,4/5/2017
3114,	View My Milestones ,4:39 PM,12/6/2015
14036,	View My Milestones ,3:12 PM,8/2/2012
394,	View My Milestones ,8:53 PM,11/1/2011
2147,	View My Milestones ,10:41 AM,5/18/2015
3011,	View My Milestones ,8:31 AM,12/23/2016
12972,	View My Milestones ,3:41 PM,8/8/2016
13637,My Class Schedule ,7:31 AM,5/27/2017
11291,	View My Milestones ,10:59 PM,6/20/2014
2216,	View My Milestones ,2:37 AM,8/2/2013
10880,	Enrollment: Drop Classes ,1:56 PM,6/17/2015
12240,	View My Milestones ,1:08 PM,7/27/2014
2796,My Class Schedule ,4:11 AM,3/14/2015
438,	View My Milestones ,1:28 AM,5/8/2015
268,	View My Milestones ,1:05 AM,10/24/2011
8362,	Enrollment: Drop Classes ,7:20 PM,3/22/2014
11004,	View My Milestones ,10:50 AM,10/1/2013
1938,	Enrollment: Drop Classes ,3:28 AM,2/9/2017
11445,	View My Milestones ,4:24 PM,7/27/2013
2320,	Enrollment: Drop Classes ,4:54 AM,10/26/2012
12443,	View My Milestones ,7:42 AM,9/25/2016
2481,	View My Milestones ,10:07 PM,5/9/2012
829,	Enrollment: Add Classes ,5:23 PM,4/25/2012
11319,	View My Milestones ,3:39 AM,4/26/2012
9592,	Enrollment: Drop Classes ,6:26 AM,4/18/2015
6734, View My Exam Schedule ,6:39 AM,5/14/2012
7562,	View My Milestones ,5:19 PM,9/26/2012
5371,	View My Milestones ,12:41 PM,12/17/2011
2823,My Class Schedule ,11:52 AM,5/17/2014
9745,	View My Milestones ,4:44 PM,4/1/2015
393,My Class Schedule ,11:29 PM,8/6/2017
297,	View My Milestones ,6:08 PM,10/29/2015
12127,	View My Milestones ,12:32 AM,8/14/2013
2651,My Class Schedule ,12:45 AM,7/16/2016
8933,	View My Milestones ,2:35 AM,6/20/2017
12154,	View My Milestones ,1:43 PM,11/9/2014
5952,My Class Schedule ,10:31 AM,5/21/2012
2870,	View My Milestones ,3:13 AM,4/15/2014
4343,My Class Schedule ,6:05 PM,11/14/2012
5570,	Enrollment: Drop Classes ,8:16 PM,5/28/2014
7227,	View My Milestones ,12:59 PM,8/14/2017
3338,	View My Milestones ,12:16 AM,6/24/2017
13148,	Enrollment: Drop Classes ,4:55 AM,4/23/2015
6267,	View My Milestones ,4:18 AM,2/28/2016
6686,	Enrollment: Drop Classes ,11:18 PM,10/25/2015
7123,	View My Milestones ,6:30 AM,10/2/2013
3109,	View My Milestones ,6:26 PM,5/7/2014
14645,	View My Milestones ,1:31 PM,5/19/2017
10237,	View My Milestones ,11:30 PM,10/11/2015
3913,	Enrollment: Drop Classes ,12:38 PM,9/2/2013
4940,	Enrollment: Drop Classes ,2:12 PM,9/12/2015
13917,	View My Milestones ,9:00 PM,11/9/2011
